quarter,UK real GDP,UK nominal GDP,UK CPI,UK unemployment rate,UK corporate profits,UK household income,UK residential property price index,UK commercial real estate price index - aggregate,UK commercial real estate price index - prime,UK commercial real estate price index - secondary,UK equity prices,Bank Rate,Sterling IG corporate bond spread,Sterling HY corporate bond spread,Secured lending to UK individuals,Consumer credit to UK individuals,Lending to UK PNFCs,PPP-weighted World real GDP,Oil price,Volatility index,GBP-EUR exchange rate index,GBP-USD exchange rate index,Euro area real GDP,France real GDP,Germany real GDP,Ireland real GDP,Euro area consumer price inflation,Euro area unemployment rate,ECB policy rate,Euro area residential property price index,Euro area commercial property price index,US real GDP,US unemployment rate,US equity prices,US policy rate,US residential real estate price index,US commercial real estate price index,US dollar IG corporate bond spread,US dollar HY corporate bond spread,Brazil real GDP,China real GDP,China household income,China residential property price index,Hong Kong real GDP,Hong Kong unemployment rate,Hong Kong residential property price index,Hong Kong commercial real estate price index,India real GDP,Singapore real GDP,South Africa real GDP,South Korea real GDP,period_kind,UK nominal GDP index
Q2 2015,448437.9,464652.0,128.1,5.6,218712.6,316351.0,97.2,,,,109.0,0.5,135.3,375.6,1.9,7.7,-0.6,98.3,62.0,13.7,100.0,101.0,99.3,99.3,99.5,95.4,0.2,11.0,0.1,99.5,98.4,99.3,5.4,102.4,0.3,96.8,95.3,136.0,460.0,103.2,96.7,7.9,89.3,99.2,3.2,101.8,97.5,95.6,97.9,99.7,98.2,history,98.4474544138233
Q3 2015,450885.9,468072.0,128.2,5.3,220388.7,317809.0,98.7,,,,101.8,0.5,159.9,414.7,2.2,8.2,0.3,99.2,50.4,19.4,100.6,102.1,99.6,99.7,99.7,96.7,0.1,10.9,0.1,99.8,99.2,99.8,5.2,98.8,0.3,97.7,97.8,161.0,554.0,101.5,98.4,8.9,95.8,99.8,3.3,103.9,100.6,97.0,98.5,99.8,99.4,history,99.17206184927021
Q4 2015,453262.1,471979.7,128.4,5.0,221933.3,322468.7,100.0,100.0,100.0,100.0,100.0,0.5,173.1,444.4,2.6,8.7,1.0,100.0,43.7,17.0,100.0,100.0,100.0,100.0,100.0,100.0,0.2,10.7,0.1,100.0,100.0,100.0,5.0,100.0,0.3,100.0,100.0,168.0,640.0,100.0,100.0,8.9,100.0,100.0,3.3,100.0,100.0,100.0,100.0,100.0,100.0,year_zero,100.0
Q1 2016,451809.9,470000.8,127.6,5.2,218234.9,322664.0,99.5,99.4,99.3,99.5,88.2,0.3,233.0,826.0,3.1,8.5,1.5,99.9,30.8,29.6,99.4,98.6,100.0,100.0,100.0,99.9,0.2,10.6,0.1,99.8,99.7,99.9,5.4,94.4,0.3,99.0,98.2,251.0,902.0,99.4,99.7,7.1,94.6,99.6,4.1,92.3,90.7,100.6,99.4,99.2,100.1,projection,99.58072349298072
Q2 2016,445553.1,465688.9,128.0,6.1,214651.4,313647.0,96.1,95.8,95.1,96.6,72.7,0.0,294.0,1207.0,3.1,7.1,1.8,99.3,25.2,42.2,98.8,97.2,98.9,99.2,98.8,98.6,-0.4,10.9,0.0,98.2,97.7,98.9,5.9,76.5,0.3,96.9,94.4,334.0,1164.0,97.8,99.6,5.4,89.2,97.2,5.0,84.6,81.5,101.1,96.2,98.3,98.1,projection,98.66714606581597
Q3 2016,435644.4,456691.9,128.0,7.6,210893.2,309126.1,92.8,88.9,87.1,91.0,63.6,0.0,354.0,1588.0,2.4,4.4,-0.4,98.3,19.6,42.2,98.2,95.8,97.3,98.0,97.0,96.6,-0.6,11.7,0.0,96.6,93.9,97.2,7.0,69.4,0.3,94.6,89.3,417.0,1425.0,96.0,99.5,3.7,83.8,93.6,5.7,76.8,72.2,101.7,94.3,97.5,95.7,projection,96.76092001414467
Q4 2016,433771.8,443951.1,128.1,8.6,203125.0,304827.4,89.4,79.9,76.6,83.7,57.1,0.0,414.0,1970.0,1.4,0.5,-3.4,98.1,19.6,34.0,97.6,94.4,97.0,97.8,96.7,96.4,-0.4,12.5,0.0,95.0,88.7,97.0,7.7,57.6,0.3,92.2,83.6,500.0,1687.0,95.5,99.5,2.0,78.4,92.6,6.4,69.1,62.9,102.3,93.3,96.6,95.2,projection,94.06148188153006
Q1 2017,434081.1,443221.5,127.7,9.3,205648.8,303830.6,86.0,68.5,63.2,74.5,62.7,0.0,397.0,1881.0,0.3,-2.7,-7.5,98.6,19.6,29.2,97.0,93.0,97.0,97.8,96.7,96.7,-0.2,13.1,0.0,93.4,81.8,97.0,8.6,59.8,0.3,89.8,76.9,478.0,1616.0,95.6,100.6,2.0,76.5,93.0,6.7,66.4,59.7,104.1,93.7,97.1,96.0,projection,93.90689896196807
Q2 2017,434943.6,446135.3,128.4,9.5,209846.2,305865.6,82.6,58.0,51.0,66.0,66.7,0.0,380.0,1792.0,-0.5,-4.7,-9.4,99.2,19.6,25.8,97.2,93.4,97.1,97.9,96.8,97.1,-0.1,13.2,0.0,91.7,75.2,97.2,8.8,61.5,0.3,87.5,71.2,455.0,1544.0,95.8,101.6,2.0,74.6,93.3,6.9,63.7,56.4,105.9,94.2,97.5,96.7,projection,94.52425602202807
Q3 2017,436408.1,448255.5,128.3,9.5,211674.8,307242.2,79.2,58.0,51.0,66.0,69.3,0.0,363.0,1703.0,-0.6,-5.2,-9.6,99.9,19.6,23.2,97.4,93.9,97.4,98.2,97.1,97.7,0.2,13.2,0.0,90.0,75.2,97.5,9.0,62.9,0.3,85.4,69.7,433.0,1473.0,96.2,102.7,2.0,72.7,93.7,6.8,60.9,53.1,107.7,94.7,98.0,97.5,projection,94.97347025730132
Q4 2017,438340.5,450693.1,128.7,9.4,212018.0,309577.3,75.8,58.6,51.5,66.7,71.7,0.0,346.0,1614.0,-0.3,-4.4,-8.7,100.6,19.6,21.0,97.6,94.3,97.7,98.5,97.4,98.4,0.3,13.1,0.0,88.3,75.7,97.8,9.0,64.4,0.3,83.6,69.6,411.0,1401.0,96.7,103.7,2.0,70.7,94.0,6.4,58.2,49.8,109.5,95.1,98.4,98.2,projection,95.4899331475485
Q1 2018,440327.9,453788.3,128.4,9.3,212733.7,312003.2,72.4,59.4,52.2,67.6,74.2,0.0,330.0,1525.0,0.2,-3.0,-7.2,101.5,21.6,19.2,97.8,94.8,98.0,98.9,97.7,99.2,0.6,13.0,0.0,86.5,76.3,98.3,8.8,66.0,0.3,82.0,69.8,389.0,1330.0,97.2,105.2,3.0,68.8,94.6,6.0,55.5,46.6,111.6,95.8,99.0,99.2,projection,96.14572406397987
Q2 2018,442231.0,457249.1,129.2,9.1,212670.4,315470.6,69.0,60.2,52.9,68.5,76.7,0.0,313.0,1436.0,0.7,-1.5,-6.7,102.4,23.5,17.6,97.9,95.2,98.3,99.2,98.0,99.9,0.8,12.8,0.0,84.7,76.9,98.6,8.6,67.6,0.3,80.7,70.2,367.0,1258.0,97.9,106.6,4.0,66.9,95.2,5.6,52.7,43.3,113.7,96.5,99.7,100.2,projection,96.87897593900755
Q3 2018,444048.5,460319.9,129.3,8.9,212944.3,318135.2,69.1,61.0,53.7,69.4,79.3,0.0,296.0,1347.0,1.1,0.0,-6.2,103.2,25.5,16.2,98.1,95.6,98.6,99.6,98.2,100.6,1.1,12.7,0.0,84.8,77.5,99.0,8.5,69.4,0.3,80.6,71.0,345.0,1187.0,98.5,108.0,5.0,65.0,95.8,5.1,50.0,40.0,115.8,97.2,100.3,101.1,projection,97.52959714157198
Q4 2018,445779.0,463562.1,129.9,8.8,212640.9,321305.3,69.8,61.9,54.4,70.4,82.0,0.0,279.0,1259.0,1.6,1.6,-5.6,104.1,27.4,15.0,98.3,96.1,98.9,99.9,98.4,101.3,1.4,12.5,0.0,85.2,78.2,99.4,8.2,71.2,0.3,81.0,71.9,322.0,1115.0,99.2,109.5,6.0,67.0,96.5,4.8,52.8,43.3,117.9,97.9,100.9,102.1,projection,98.2165334653164
Q1 2019,447327.2,466937.4,129.7,8.6,212854.5,324408.8,70.7,62.8,55.2,71.5,84.9,0.0,262.0,1170.0,2.2,2.9,-5.0,104.9,29.4,15.0,98.5,96.5,99.1,100.3,98.6,101.8,1.6,12.4,0.0,85.8,78.8,99.7,7.9,73.3,0.3,81.6,72.8,300.0,1044.0,99.9,110.9,6.1,68.9,96.9,4.7,55.6,46.7,120.1,98.4,101.5,102.9,projection,98.93167015445792
Q2 2019,448732.5,470545.9,130.7,8.4,213333.3,327343.6,71.6,63.7,56.0,72.5,88.0,0.0,245.0,1081.0,2.7,4.0,-4.3,105.7,31.3,15.0,98.7,96.9,99.3,100.6,98.8,102.4,1.7,12.3,0.0,86.4,79.5,100.0,7.7,75.5,0.3,82.2,73.8,278.0,972.0,100.6,112.3,6.3,70.9,97.3,4.5,58.3,50.0,122.2,98.9,102.0,103.8,projection,99.69621574826205
Q3 2019,450137.7,473875.5,131.0,8.3,213518.1,330230.9,72.6,64.7,56.9,73.6,91.3,0.0,228.0,992.0,3.1,5.0,-3.5,106.6,33.3,15.0,98.9,97.4,99.5,100.9,99.0,102.9,1.7,12.2,0.0,87.1,80.2,100.3,7.4,77.9,0.3,83.1,74.8,256.0,901.0,101.3,113.7,6.4,72.8,97.8,4.4,61.1,53.3,124.4,99.4,102.5,104.6,projection,100.401669817579
Q4 2019,451653.4,477512.4,131.8,8.1,213874.9,333255.4,73.7,65.7,57.8,74.8,94.9,0.0,212.0,903.0,3.3,5.7,-2.8,107.4,35.2,15.0,99.1,97.8,99.7,101.3,99.1,103.5,1.7,12.1,0.0,87.7,81.0,100.7,7.1,80.5,0.3,84.1,75.9,234.0,829.0,102.0,115.1,6.5,74.8,98.2,4.3,63.9,56.7,126.5,99.8,103.0,105.4,projection,101.17223261932664
Q1 2020,453317.7,481310.7,131.8,7.9,214209.5,336418.4,74.7,66.7,58.7,75.9,98.4,0.0,195.0,814.0,3.5,6.4,-2.2,108.4,37.2,15.0,99.3,98.3,100.0,101.6,99.3,104.1,1.8,12.0,0.0,88.4,81.7,101.0,7.0,83.4,0.3,85.1,76.9,212.0,758.0,102.8,116.8,6.5,76.7,98.8,4.2,66.7,60.0,128.9,100.5,103.7,106.4,projection,101.97699180706287
Q2 2020,455069.3,485195.2,133.0,7.7,214811.7,339495.6,75.8,67.8,59.6,77.2,102.3,0.0,178.0,725.0,3.7,7.1,-1.6,109.3,39.1,15.0,99.4,98.7,100.3,102.0,99.5,104.7,1.8,11.9,0.0,89.1,82.5,101.4,6.7,86.7,0.3,86.3,78.1,189.0,686.0,103.6,118.5,6.5,78.7,99.3,4.0,69.4,63.3,131.3,101.1,104.3,107.4,projection,102.8000144921487
Q3 2020,456821.0,489203.2,133.4,7.5,215502.7,342618.9,77.0,68.9,60.6,78.4,106.7,0.0,161.0,636.0,3.8,7.7,-0.9,110.3,41.1,15.0,99.6,99.1,100.6,102.3,99.7,105.3,1.8,11.8,0.0,89.8,83.3,101.8,6.5,90.3,0.3,87.5,79.4,167.0,615.0,104.5,120.2,6.5,80.6,99.9,3.9,72.2,66.7,133.7,101.7,104.9,108.4,projection,103.64920355684788
Q4 2020,458572.6,493265.2,134.5,7.4,216217.0,345773.2,78.2,70.1,61.6,79.8,111.5,0.0,144.0,547.0,3.9,8.3,-0.3,111.3,43.0,15.0,99.8,99.6,100.8,102.7,99.9,105.8,1.8,11.7,0.0,90.5,84.1,102.2,6.3,94.4,0.3,88.9,80.7,145.0,543.0,105.4,121.8,6.5,82.6,100.5,3.8,75.0,70.0,136.1,102.4,105.5,109.3,projection,104.50983379158045
